name,iata_code,iso_region,type
Tilin Airport,TIO,MM-03,small_airport
Kengtung Airport,KET,MM-17,medium_airport
Kanti Airport,KHM,MM-01,small_airport
Kalay Airport,KMV,MM-01,small_airport
Kyaukpyu Airport,KYP,MM-16,medium_airport
Kawthoung Airport,KAW,MM-05,medium_airport
Kyauktu Airport,KYT,MM-03,small_airport
Loikaw Airport,LIW,MM-12,medium_airport
Lashio Airport,LSH,MM-17,medium_airport
Mandalay International Airport,MDL,MM-04,large_airport
Myeik Airport,MGZ,MM-05,medium_airport
Myitkyina Airport,MYT,MM-11,medium_airport
Mawlamyine Airport,MNU,MM-15,small_airport
Manaung Airport,MGU,MM-16,small_airport
Momeik Airport,MOE,MM-17,medium_airport
Mong Hsat Airport,MOG,MM-17,medium_airport
Mong Tong Airport,MGK,MM-17,small_airport
Magway Airport,MWQ,MM-03,small_airport
Monywar Airport,NYW,MM-01,small_airport
Namsang Airport,NMS,MM-17,medium_airport
Namtu Airport,NMT,MM-17,small_airport
Hpa-N Airport,PAA,MM-13,small_airport
Pauk Airport,PAU,MM-03,small_airport
Pathein Airport,BSX,MM-07,small_airport
Hpapun Airport,PPU,MM-13,small_airport
Putao Airport,PBU,MM-11,medium_airport
Pakhokku Airport,PKK,MM-03,small_airport
Pyay Airport,PRU,MM-02,small_airport
Sittwe Airport,AKY,MM-16,medium_airport
Thandwe Airport,SNW,MM-16,medium_airport
Tachileik Airport,THL,MM-17,medium_airport
Ye Airport,XYE,MM-15,small_airport
Yangon International Airport,RGN,MM-06,large_airport
Friday Harbor Seaplane Base,FBS,US-WA,seaplane_base
Rosario Seaplane Base,RSJ,US-WA,seaplane_base
Kenmore Air Harbor Seaplane Base,LKE,US-WA,seaplane_base
Roche Harbor Airport,RCE,US-WA,small_airport
Maranggo Airport,TQQ,ID-SG,small_airport
Westsound/Wsx Seaplane Base,WSX,US-WA,seaplane_base
Hasanuddin International Airport,UPG,ID-SN,large_airport
Tampa Padang Airport,MJU,ID-SN,small_airport
Wabag Airport,WAB,PG-EPW,closed
Frans Kaisiepo Airport,BIK,ID-PA,medium_airport
Moanamani Airport,ONI,ID-PA,small_airport
Wagethe Airport,WET,ID-PA,small_airport
Nabire Airport,NBX,ID-PA,medium_airport
Illaga Airport,ILA,ID-PA,small_airport
Kokonau Airport,KOX,ID-PA,small_airport
Serui Airport,ZRI,ID-PA,small_airport
Moses Kilangin Airport,TIM,ID-PA,medium_airport
Enarotali Airport,EWI,ID-PA,small_airport
Andriamena Airport,WAD,MG-M,small_airport
Selaparang Airport,AMI,ID-NB,small_airport
Muhammad Salahuddin Airport,BMU,ID-NB,small_airport
Ngurah Rai (Bali) International Airport,DPS,ID-BA,large_airport
Lombok International Airport,LOP,ID-NB,medium_airport
Sumbawa Besar Airport,SWQ,ID-NB,small_airport
Tambolaka Airport,TMC,ID-NT,small_airport
Umbu Mehang Kunda Airport,WGP,ID-NT,small_airport
Bua Airport,LLO,ID-SN,small_airport
Yogyakarta International Airport,YIA,ID-YO,medium_airport
Arso Airport,ARJ,ID-PA,small_airport
Bokondini Airport,BUI,ID-PA,small_airport
Sarmi Airport,ZRM,ID-PA,small_airport
Sentani International Airport,DJJ,ID-PA,large_airport
Lereh Airport,LHI,ID-PA,small_airport
Mulia Airport,LII,ID-PA,small_airport
Oksibil Airport,OKL,ID-PA,small_airport
Waris Airport,WAR,ID-PA,small_airport
Senggeh Airport,SEH,ID-PA,small_airport
Ubrub Airport,UBR,ID-PA,small_airport
Wamena Airport,WMX,ID-PA,medium_airport
Mindiptana Airport,MDP,ID-PA,small_airport
Bade Airport,BXD,ID-PA,small_airport
Mopah Airport,MKQ,ID-PA,medium_airport
Okaba Airport,OKQ,ID-PA,small_airport
Kepi Airport,KEI,ID-PA,small_airport
Tanah Merah Airport,TMH,ID-PA,small_airport
Tanjung Harapan Airport,TJS,ID-KU,small_airport
Datadawai Airport,DTD,ID-KI,small_airport
Kalimarau Airport,BEJ,ID-KI,medium_airport
Sultan Aji Muhamad Sulaiman Airport,BPN,ID-KI,small_airport
Juwata Airport,TRK,ID-KU,medium_airport
Tanjung Santan Airport,TSX,ID-KI,small_airport
Bunyu Airport,BYQ,ID-KU,small_airport
Gamarmalamo Airport,GLX,ID-MU,small_airport
Buli Airport,PGQ,ID-MA,small_airport
Jalaluddin Airport,GTO,ID-GO,small_airport
Naha Airport,NAH,ID-SA,medium_airport
Sultan Bantilan Airport,TLI,ID-ST,small_airport
Gebe Airport,GEB,ID-MU,small_airport
Kao Airport,KAZ,ID-MU,small_airport
Mutiara Airport,PLW,ID-ST,medium_airport
Sam Ratulangi Airport,MDC,ID-SA,medium_airport
Melangguane Airport,MNA,ID-SA,small_airport
Kasiguncu Airport,PSJ,ID-ST,medium_airport
Pitu Airport,OTI,ID-MU,medium_airport
Sultan Babullah Airport,TTE,ID-MU,medium_airport
Syukuran Aminuddin Amir Airport,LUW,ID-ST,medium_airport
Buol Airport,UOL,ID-ST,small_airport
Waverney Airport,WAN,AU-QLD,small_airport
Batu Licin Airport,BTW,ID-KS,small_airport
Iskandar Airport,PKN,ID-KT,small_airport
Gusti Syamsir Alam Airport,KBU,ID-KS,small_airport
Warukin Airport,TJG,ID-KS,medium_airport
Syamsudin Noor Airport,BDJ,ID-KS,small_airport
Tjilik Riwut Airport,PKY,ID-KT,small_airport
Sampit(Hasan) Airport,SMQ,ID-KT,small_airport
Amahai Airport,AHI,ID-MA,small_airport
Bandanaira Airport,NDA,ID-MA,small_airport
Rar Gwamar Airport,DOB,ID-MA,small_airport
"Mangole Airport, Falabisahaya",MAL,ID-MU,small_airport
Karel Sadsuitubun Airport,LUV,ID-MA,medium_airport
Namrole Airport,NRE,ID-MA,small_airport
Oesman Sadik Airport,LAH,ID-MU,small_airport
Saumlaki/Olilit Airport,SXK,ID-MA,small_airport
Nangasuri Airport,BJK,ID-MA,small_airport
Emalamo Sanana Airport,SQN,ID-MU,small_airport
"Pattimura Airport, Ambon",AMQ,ID-MA,medium_airport
Namlea Airport,NAM,ID-MA,small_airport
Taliabu Island Airport,TAX,ID-MU,small_airport
"Wahai,Seram Island",WBA,ID-MA,small_airport
Abdul Rachman Saleh Airport,MLG,ID-JI,small_airport
Ngloram Airport,CPF,ID-JT,small_airport
Adisutjipto International Airport,JOG,ID-YO,small_airport
Adi Sumarmo Wiryokusumo Airport,SOC,ID-JT,small_airport
Juanda International Airport,SUB,ID-JI,large_airport
Achmad Yani Airport,SRG,ID-JT,small_airport
Trunojoyo Airport,SUP,ID-JI,small_airport
Stenkol Airport,NTI,ID-PB,small_airport
Abresso Airport,RSK,ID-PB,small_airport
Kebar Airport,KEQ,ID-PB,small_airport
Fakfak Airport,FKQ,ID-PB,medium_airport
Inanwatan Airport,INX,ID-PB,small_airport
Kaimana Airport,KNG,ID-PB,medium_airport
Merdei Airport,RDE,ID-PB,small_airport
Marinda Airport,RJM,ID-PB,small_airport
Babo Airport,BXB,ID-PB,medium_airport
Rendani Airport,MKW,ID-PB,medium_airport
Teminabuan Airport,TXM,ID-PB,small_airport
Wasior Airport,WSR,ID-PB,small_airport
Bajawa Soa Airport,BJW,ID-NT,small_airport
Maumere(Wai Oti) Airport,MOF,ID-NT,small_airport
Ende (H Hasan Aroeboesman) Airport,ENE,ID-NT,small_airport
Frans Sales Lega Airport,RTG,ID-NT,small_airport
Mali Airport,ARD,ID-NT,small_airport
Komodo Airport,LBJ,ID-NT,small_airport
Sabu-Tardanu Airport,SAU,ID-NT,small_airport
El Tari Airport,KOE,ID-NT,small_airport
Betoambari Airport,BUW,ID-SG,small_airport
Matahora Airport,WNI,ID-SG,medium_airport
Selayar/Aroepala Airport,KSR,ID-SN,small_airport
Andi Jemma Airport,MXB,ID-SN,small_airport
Soroako Airport,SQR,ID-SN,small_airport
Pongtiku Airport,TTR,ID-SN,small_airport
Wolter Monginsidi Airport,KDI,ID-SG,small_airport
Dominique Edward Osok Airport,SOQ,ID-PB,large_airport
Stebbins Airport,WBB,US-AK,small_airport
Wapolu Airport,WBC,PG-MBA,small_airport
Bintulu Airport,BTU,MY-13,medium_airport
Belaga Airport,BLG,MY-13,small_airport
Long Semado Airport,LSM,MY-13,small_airport
Long Lellang Airport,LGL,MY-13,small_airport
Kuching International Airport,KCH,MY-13,medium_airport
Long Seridan Airport,ODN,MY-13,small_airport
Limbang Airport,LMN,MY-13,medium_airport
Mukah Airport,MKM,MY-13,small_airport
Long Akah Airport,LKH,MY-13,small_airport
Marudi Airport,MUR,MY-13,medium_airport
Sematan Airport,BSE,MY-13,small_airport
Kapit Airport,KPI,MY-13,small_airport
Bakalalan Airport,BKM,MY-13,small_airport
Miri Airport,MYY,MY-13,medium_airport
Sibu Airport,SBW,MY-13,medium_airport
Tanjung Manis Airport,TGC,MY-13,small_airport
Long Sukang Airport,LSU,MY-13,small_airport
Lawas Airport,LWY,MY-13,small_airport
Simanggang Airport,SGG,MY-13,closed
Bario Airport,BBN,MY-13,medium_airport
Semporna Airport,SMM,MY-12,small_airport
Lahad Datu Airport,LDU,MY-12,medium_airport
Telupid Airport,TEL,MY-12,small_airport
Keningau Airport,KGU,MY-12,small_airport
Sahabat [Sahabat 16] Airport,SXS,MY-12,small_airport
Kota Kinabalu International Airport,BKI,MY-12,medium_airport
Labuan Airport,LBU,MY-15,medium_airport
Tomanggong Airport,TMG,MY-12,small_airport
Long Pasia Airport,GSA,MY-12,small_airport
Sepulot Airport,SPE,MY-12,small_airport
Pamol Airport,PAY,MY-12,small_airport
Ranau Airport,RNU,MY-12,small_airport
Sandakan Airport,SDK,MY-12,medium_airport
Kudat Airport,KUD,MY-12,small_airport
Tawau Airport,TWU,MY-12,medium_airport
Mulu Airport,MZV,MY-13,medium_airport
Brunei International Airport,BWN,BN-BM,large_airport
Parker County Airport,WEA,US-TX,small_airport
Wedau Airport,WED,PG-MBA,small_airport
Wagau Airport,WGU,PG-MPL,closed
Wagny Airport,WGY,GA-7,closed
Welshpool Airport,WHL,AU-VIC,small_airport
Nusawiru Airport,CJN,ID-JB,small_airport
Sultan Syarif Kasim Ii (Simpang Tiga) Airport,PKU,ID-RI,medium_airport
Pinang Kampai Airport,DUM,ID-RI,medium_airport
Rokot Airport,RKO,ID-SB,small_airport
Sungai Pakning Bengkalis Airport,SEQ,ID-RI,small_airport
Sei Bati Airport,TJB,ID-RI,small_airport
Kertajati International Airport,KJT,ID-JB,medium_airport
Husein Sastranegara International Airport,BDO,ID-JB,medium_airport
Penggung Airport,CBN,ID-JB,small_airport
Cibeureum Airport,TSY,ID-JB,small_airport
RAF Wildenrath,WID,DE-NW,closed
Hang Nadim International Airport,BTH,ID-RI,medium_airport
Pasir Pangaraan Airport,PPR,ID-RI,small_airport
Letung Airport,LMU,ID-RI,small_airport
Raja Haji Fisabilillah International Airport,TNJ,ID-RI,small_airport
Dabo Airport,SIQ,ID-RI,small_airport
Halim Perdanakusuma International Airport,HLP,ID-JK,medium_airport
Tunggul Wulung Airport,CXP,ID-JT,medium_airport
Pondok Cabe Air Base,PCB,ID-JK,small_airport
Soekarno-Hatta International Airport,CGK,ID-BT,large_airport
Radin Inten II (Branti) Airport,TKG,ID-LA,medium_airport
Binaka Airport,GNS,ID-SU,medium_airport
Aek Godang Airport,AEG,ID-SU,medium_airport
Soewondo Air Force Base,MES,ID-SU,medium_airport
Kualanamu International Airport,KNO,ID-SU,large_airport
Silangit Airport,DTB,ID-SU,small_airport
Sibisa Airport,SIW,ID-SU,small_airport
Dr Ferdinand Lumban Tobing Airport,FLZ,ID-SU,small_airport
H.AS. Hanandjoeddin International Airport,TJQ,ID-BB,small_airport
Nanga Pinoh Airport,NPO,ID-KB,medium_airport
Ketapang(Rahadi Usman) Airport,KTG,ID-KB,medium_airport
Tarempa Airport,MWK,ID-RI,small_airport
Ranai Airport,NTX,ID-RI,medium_airport
Supadio Airport,PNK,ID-KB,medium_airport
Pangsuma Airport,PSU,ID-KB,medium_airport
Sintang(Susilo) Airport,SQG,ID-KB,medium_airport
Sultan Thaha Airport,DJB,ID-JA,small_airport
Muara Bungo Airport,BUU,ID-JA,small_airport
Pangkal Pinang (Depati Amir) Airport,PGK,ID-BB,small_airport
Fatmawati Soekarno Airport,BKS,ID-BE,medium_airport
Sultan Mahmud Badaruddin II Airport,PLM,ID-SS,medium_airport
Pendopo Airport,PDO,ID-SS,medium_airport
Japura Airport,RGT,ID-RI,medium_airport
Minangkabau International Airport,PDG,ID-SB,medium_airport
Muko Muko Airport,MPC,ID-JA,small_airport
Keluang Airport,KLQ,ID-SS,small_airport
Bentayan Airport,PXA,ID-SS,small_airport
Teuku Cut Ali Airport,TPK,ID-AC,small_airport
Maimun Saleh Airport,SBG,ID-AC,small_airport
Seunagan Airport,MEQ,ID-AC,small_airport
Rembele Airport,TXE,ID-AC,medium_airport
Lhok Sukon Airport,LSX,ID-AC,medium_airport
Malikus Saleh Airport,LSW,ID-AC,small_airport
Sultan Iskandar Muda International Airport,BTJ,ID-AC,medium_airport
Berkley Municipal Heliport,JBK,US-CA,closed
Sungai Tiang Airport,SXT,MY-06,small_airport
Mersing Airport,MEP,MY-01,small_airport
Sitiawan Airport,SWY,MY-08,small_airport
Taiping (Tekah) Airport,TPG,MY-08,small_airport
Pulau Tioman Airport,TOD,MY-06,medium_airport
Sultan Abdul Halim Airport,AOR,MY-02,medium_airport
Butterworth Airport,BWH,MY-07,medium_airport
Sultan Ismail Petra Airport,KBR,MY-03,medium_airport
Kuantan Airport,KUA,MY-06,medium_airport
Kerteh Airport,KTE,MY-11,medium_airport
Sultan Azlan Shah Airport,IPH,MY-08,medium_airport
Senai International Airport,JHB,MY-01,medium_airport
Kuala Lumpur International Airport,KUL,MY-14,large_airport
Langkawi International Airport,LGK,MY-02,medium_airport
Malacca Airport,MKZ,MY-04,medium_airport
Sultan Mahmud Airport,TGG,MY-11,medium_airport
Penang International Airport,PEN,MY-07,medium_airport
Pulau Pangkor Airport,PKG,MY-08,small_airport
LTS Pulau Redang Airport,RDN,MY-11,small_airport
Sultan Abdul Aziz Shah International Airport,SZB,MY-10,medium_airport
Decatur Shores Airport,DTR,US-WA,small_airport
Wanuma Airport,WNU,PG-MPM,small_airport
Atauro Airport,AUT,TL-DI,small_airport
Suai Airport,UAI,TL-CO,medium_airport
Presidente Nicolau Lobato International Airport,DIL,TL-DI,medium_airport
Cakung Airport,BCH,TL-BA,medium_airport
Rota Do SÃ¢ndalo Oecusse Airport,OEC,TL-OE,medium_airport
Viqueque Airport,VIQ,TL-VI,small_airport
Haliwen Airport,ABU,ID-NT,small_airport
Gewayentana Airport,LKA,ID-NT,small_airport
Sanggata/Sangkimah Airport,SGQ,ID-KI,small_airport
Long Bawan Airport,LBW,ID-KU,small_airport
Bontang Airport,BXT,ID-KI,small_airport
Nunukan Airport,NNX,ID-KU,small_airport
Tanah Grogot Airport,TNB,ID-KI,small_airport
Long Apung Airport,LPU,ID-KU,small_airport
Senipah Heliport,SZH,ID-KI,heliport
Wasua Airport,WSA,PG-WPD,small_airport
Paya Lebar Air Base,QPG,SG-04,medium_airport
Tengah Air Base,TGA,SG-03,medium_airport
Steamboat Bay Seaplane Base,WSB,US-AK,seaplane_base
San Juan /Uganik/ Seaplane Base,UGI,US-AK,seaplane_base
Wiseman Airport,WSM,US-AK,small_airport
Seletar Airport,XSP,SG-02,medium_airport
Singapore Changi Airport,SIN,SG-04,large_airport
Wantoat Airport,WTT,PG-MPL,small_airport
Wuvulu Island Airport,WUV,PG-MRL,small_airport
Glendale Fokker Field,GWV,US-WV,small_airport
Urad Middle Banner,WZQ,CN-15,small_airport
Miami Seaplane Base,MPB,US-FL,seaplane_base
Blubber Bay Seaplane Base,XBB,CA-BC,seaplane_base
Biniguni Airport,XBN,PG-NPP,small_airport
Xinguara Municipal Airport,XIG,BR-PA,small_airport
Long XuyÃªn Airport,XLO,VN-44,closed
Maramag Airport,XMA,PH-BUK,small_airport
Quáº£ng NgÃ£i Airfield,XNG,VN-13,closed
Xinbarag Youqi Baogede Airport,XRQ,CN-15,small_airport
Smolensk North Airport,LNX,RU-SMO,medium_airport
Vinh Long Airfield,XVL,VN-49,small_airport
Modi,XXZ,US-CA,medium_airport
Macau Heliport at Outer Harbour Ferry Terminal,XZM,MO-U-A,heliport
Waukon Municipal Airport,UKN,US-IA,small_airport
Albany Airport,ALH,AU-WA,medium_airport
Abingdon Downs Airport,ABG,AU-QLD,small_airport
Alton Downs Airport,AWN,AU-SA,small_airport
Augustus Downs Airport,AUD,AU-QLD,small_airport
Lyall Harbour Seaplane Base,YAJ,CA-BC,seaplane_base
Marla Airport,MRP,AU-SA,small_airport
Alexandria Homestead Airport,AXL,AU-NT,small_airport
Aramac Airport,AXC,AU-QLD,small_airport
Andamooka Airport,ADO,AU-SA,small_airport
Ammaroo Airport,AMX,AU-NT,small_airport
Amata Airport,AMT,AU-SA,small_airport
West Angelas Airport,WLP,AU-WA,small_airport
Anthony Lagoon Airport,AYL,AU-NT,small_airport
Alpha Airport,ABH,AU-QLD,medium_airport
Maple Bay Seaplane Base,YAQ,CA-BC,seaplane_base
Ararat Airport,ARY,AU-VIC,medium_airport
Argyle Airport,GYL,AU-WA,small_airport
Armidale Airport,ARM,AU-NSW,medium_airport
Arrabury Airport,AAB,AU-QLD,small_airport
Aurukun Airport,AUU,AU-QLD,small_airport
Austral Downs Airport,AWP,AU-NT,small_airport
Auvergne Airport,AVG,AU-NT,small_airport
Ayers Rock Connellan Airport,AYQ,AU-NT,medium_airport
Ayr Airport,AYR,AU-QLD,small_airport
Brisbane Archerfield Airport,ACF,AU-QLD,small_airport
Northern Peninsula Airport,ABM,AU-QLD,small_airport
Barcaldine Airport,BCI,AU-QLD,medium_airport
Alice Springs Airport,ASP,AU-NT,medium_airport
Badu Island Airport,BDD,AU-QLD,small_airport
Barkly Downs Airport,BKP,AU-QLD,small_airport
Big Bell Airport,BBE,AU-WA,small_airport
Brisbane International Airport,BNE,AU-QLD,large_airport
Gold Coast Airport,OOL,AU-QLD,medium_airport
Blackall Airport,BKQ,AU-QLD,medium_airport
Cairns International Airport,CNS,AU-QLD,medium_airport
Charleville Airport,CTL,AU-QLD,medium_airport
Bedford Downs Airport,BDW,AU-WA,small_airport
Bendigo Airport,BXG,AU-VIC,small_airport
Birdsville Airport,BVI,AU-QLD,medium_airport
Bellburn Airstrip,BXF,AU-WA,small_airport
Betoota Airport,BTX,AU-QLD,small_airport
Beagle Bay Airport,BEE,AU-WA,small_airport
Boolgeeda,OCM,AU-WA,small_airport
Balgo Hill Airport,BQW,AU-WA,small_airport
Bull Harbour Water Aerodrome,YBH,CA-BC,seaplane_base
Broken Hill Airport,BHQ,AU-NSW,medium_airport
Hamilton Island Airport,HTI,AU-QLD,medium_airport
Bedourie Airport,BEU,AU-QLD,medium_airport
Billiluna Airport,BIW,AU-WA,small_airport
Bizant Airport,BZP,AU-QLD,small_airport
Baie-Johan-Beetz Water Aerodrome,YBJ,CA-QC,seaplane_base
Bourke Airport,BRK,AU-NSW,medium_airport
Burketown Airport,BUC,AU-QLD,small_airport
Benalla Airport,BLN,AU-VIC,medium_airport
Balcanoona Airport,LCN,AU-SA,small_airport
Bollon Airport,BLS,AU-QLD,small_airport
Busselton Regional Airport,BQB,AU-WA,small_airport
Mount Isa Airport,ISA,AU-QLD,medium_airport
Sunshine Coast Airport,MCY,AU-QLD,medium_airport
Bloomfield River Airport,BFC,AU-QLD,small_airport
Mackay Airport,MKY,AU-QLD,medium_airport
Ballina Byron Gateway Airport,BNK,AU-NSW,medium_airport
Bairnsdale Airport,BSJ,AU-VIC,medium_airport
Boigu Airport,GIC,AU-QLD,small_airport
Oakey Airport,OKY,AU-QLD,medium_airport
Boulia Airport,BQL,AU-QLD,medium_airport
Brampton Island Airport,BMP,AU-QLD,small_airport
Proserpine Whitsunday Coast Airport,PPP,AU-QLD,medium_airport
Telegraph Harbour Seaplane Base,YBQ,CA-BC,seaplane_base
Rockhampton Airport,ROK,AU-QLD,medium_airport
Borroloola Airport,BOX,AU-NT,small_airport
Broome International Airport,BME,AU-WA,medium_airport
Balranald Airport,BZD,AU-NSW,medium_airport
Brunette Downs Airport,BTD,AU-NT,small_airport
Brewarrina Airport,BWQ,AU-NSW,medium_airport
Barimunya Airport,BYP,AU-WA,small_airport
Bathurst Airport,BHS,AU-NSW,medium_airport
Bathurst Island Airport,BRT,AU-NT,medium_airport
Townsville Airport,TSV,AU-QLD,medium_airport
Blackwater Airport,BLT,AU-QLD,medium_airport
Batavia Downs Airport,BVW,AU-QLD,small_airport
Bundaberg Airport,BDB,AU-QLD,medium_airport
Bunbury Airport,BUY,AU-WA,small_airport
Bulimba Airport,BIP,AU-QLD,small_airport
Bowen Airport,ZBO,AU-QLD,small_airport
Weipa Airport,WEI,AU-QLD,medium_airport
Bolwarra Airport,BCK,AU-QLD,small_airport
Toowoomba Wellcamp Airport,WTB,AU-QLD,medium_airport
Barrow Island Airport,BWB,AU-WA,small_airport
Beverley Springs Airport,BVZ,AU-WA,small_airport
Cattle Creek Airport,CTR,AU-NT,small_airport
Caiguna Airport,CGV,AU-WA,small_airport
Coolah Airport,CLH,AU-NSW,small_airport
Carnarvon Airport,CVQ,AU-WA,medium_airport
Casino Airport,CSI,AU-NSW,small_airport
Cobar Airport,CAZ,AU-NSW,medium_airport
Coonabarabran Airport,COJ,AU-NSW,medium_airport
Canobie Airport,CBY,AU-QLD,small_airport
Cape Barren Island Airport,CBI,AU-TAS,small_airport
Coober Pedy Airport,CPD,AU-SA,medium_airport
Collarenebri Airport,CRB,AU-NSW,small_airport
Chinchilla Airport,CCL,AU-QLD,medium_airport
Coconut Island Airport,CNC,AU-QLD,small_airport
Cloncurry Airport,CNJ,AU-QLD,medium_airport
Condobolin Airport,CBX,AU-NSW,small_airport
Caloundra Airport,CUD,AU-QLD,small_airport
Ceduna Airport,CED,AU-SA,medium_airport
Cleve Airport,CVC,AU-SA,medium_airport
Cortes Bay Water Aerodrome,YCF,CA-BC,seaplane_base
Camfield Airport,CFI,AU-NT,small_airport
Clifton Hills Airport,CFH,AU-SA,small_airport
Cape Flattery Airport,CQP,AU-QLD,small_airport
Chillagoe Airport,LLG,AU-QLD,small_airport
Cherrabah Airport,CRH,AU-QLD,small_airport
Graeme Rowley Aerodrome,CKW,AU-WA,small_airport
Charters Towers Airport,CXT,AU-QLD,small_airport
RAAF Base Curtin,DCN,AU-WA,medium_airport
Croker Island Airport,CKI,AU-NT,small_airport
Cooktown Airport,CTN,AU-QLD,medium_airport
Clermont Airport,CMQ,AU-QLD,medium_airport
Cunnamulla Airport,CMA,AU-QLD,medium_airport
Camooweal Airport,CML,AU-QLD,small_airport
Camp Nifty Airport,NIF,AU-WA,small_airport
Cessnock Airport,CES,AU-NSW,small_airport
Coonamble Airport,CNB,AU-NSW,medium_airport
Cordillo Downs Airport,ODL,AU-SA,small_airport
Coen Airport,CUQ,AU-QLD,medium_airport
Collie Airport,CIE,AU-WA,small_airport
Cooma Snowy Mountains Airport,OOM,AU-NSW,medium_airport
Cooinda Airport,CDA,AU-NT,small_airport
Corowa Airport,CWW,AU-NSW,medium_airport
Carpentaria Downs Airport,CFP,AU-QLD,small_airport
Corryong Airport,CYG,AU-VIC,medium_airport
Christmas Creek Station Airport,CXQ,AU-WA,small_airport
Croydon Airport,CDQ,AU-QLD,small_airport
Collinsville Airport,KCE,AU-QLD,small_airport
Cootamundra Airport,CMD,AU-NSW,medium_airport
Cudal Airport,CUG,AU-NSW,small_airport
Cue Airport,CUY,AU-WA,small_airport
Coondewanna Airport,CJF,AU-WA,small_airport
Cowarie Airport,CWR,AU-SA,small_airport
Cowell Airport,CCW,AU-SA,small_airport
Cowra Airport,CWT,AU-NSW,medium_airport
Coolawanyah Airport,COY,AU-WA,small_airport
Dajarra Airport,DJR,AU-QLD,small_airport
Dalby Airport,DBY,AU-QLD,small_airport
Dirranbandi Airport,DRN,AU-QLD,medium_airport
Dunbar Airport,DNB,AU-QLD,small_airport
Derby Airport,DRB,AU-WA,medium_airport
Drumduff Airport,DFP,AU-QLD,small_airport
Dalgaranga Gold Mine Airport,DGD,AU-WA,small_airport
Doongan Airport,DNG,AU-WA,small_airport
Dixie Airport,DXD,AU-QLD,small_airport
Dunk Island Airport,DKI,AU-QLD,small_airport
Dulkaninna Airport,DLK,AU-SA,small_airport
Deniliquin Airport,DNQ,AU-NSW,medium_airport
Delta Downs Airport,DDN,AU-QLD,small_airport
Delissaville Airport,DLV,AU-NT,small_airport
Daly Waters Airport,DYW,AU-NT,small_airport
Doomadgee Airport,DMD,AU-QLD,small_airport
Daly River Airport,DVR,AU-NT,small_airport
Darnley Island Airport,NLF,AU-QLD,small_airport
Dorunda Airport,DRD,AU-QLD,small_airport
Davenport Downs Airport,DVP,AU-QLD,small_airport
Devonport Airport,DPO,AU-TAS,medium_airport
Dongara Airport,DOX,AU-WA,small_airport
Drysdale River Airport,DRY,AU-WA,small_airport
Durham Downs Airport,DHD,AU-QLD,small_airport
Durrie Airport,DRR,AU-QLD,small_airport
Dunwich Airport,SRR,AU-QLD,small_airport
Docker River Airport,DKV,AU-NT,small_airport
Dysart Airport,DYA,AU-QLD,medium_airport
Wadi Ain Airport,WDA,YE-BA,small_airport
Echuca Airport,ECH,AU-VIC,medium_airport
Eucla Airport,EUC,AU-WA,small_airport
Etadunna Airport,ETD,AU-SA,small_airport
Eneabba Airport,ENB,AU-WA,small_airport
Einasleigh Airport,EIH,AU-QLD,small_airport
Elcho Island Airport,ELC,AU-NT,medium_airport
Elkedra Airport,EKD,AU-NT,small_airport
Emerald Airport,EMD,AU-QLD,medium_airport
Yenkis(Yankisa) Airport,YEQ,PG-EPW,small_airport
Erldunda Airport,EDD,AU-NT,small_airport
Ernabella Airport,ERB,AU-SA,small_airport
Elrose Airport,ERQ,AU-QLD,small_airport
Esperance Airport,EPR,AU-WA,medium_airport
Eva Downs Airport,EVD,AU-NT,small_airport
Evans Head Aerodrome,EVH,AU-NSW,small_airport
Exmouth Airport,EXM,AU-WA,small_airport
Forbes Airport,FRB,AU-NSW,medium_airport
Fortescue - Dave Forrest Aerodrome,KFE,AU-WA,small_airport
Finley Airport,FLY,AU-NSW,small_airport
Flinders Island Airport,FLS,AU-TAS,small_airport
Flora Valley Airport,FVL,AU-WA,small_airport
Finke Airport,FIK,AU-NT,small_airport
Forrest Airport,FOS,AU-WA,medium_airport
Oombulgurri Airport,FVR,AU-WA,small_airport
Forster (Wallis Is) Airport,FOT,AU-NSW,small_airport
Fitzroy Crossing Airport,FIZ,AU-WA,medium_airport
Gamboola Airport,GBP,AU-QLD,small_airport
Gayndah Airport,GAH,AU-QLD,small_airport
South Goulburn Is Airport,GBL,AU-NT,small_airport
Gunnedah Airport,GUH,AU-NSW,medium_airport
Goondiwindi Airport,GOO,AU-QLD,small_airport
Gordon Downs Airport,GDD,AU-WA,small_airport
Gregory Downs Airport,GGD,AU-QLD,small_airport
Granite Downs Airport,GTS,AU-SA,small_airport
Gorge Harbour Seaplane Base,YGE,CA-BC,seaplane_base
Geraldton Airport,GET,AU-WA,medium_airport
Grafton Airport,GFN,AU-NSW,medium_airport
Ginbata Airport,GBW,AU-WA,small_airport
Gibb River Airport,GBV,AU-WA,small_airport
Great Keppel Is Airport,GKL,AU-QLD,small_airport
Gladstone Airport,GLT,AU-QLD,medium_airport
Goulburn Airport,GUL,AU-NSW,medium_airport
Glengyle Airport,GLG,AU-QLD,small_airport
Geelong Airport,GEX,AU-VIC,small_airport
Glen Innes Airport,GLI,AU-NSW,medium_airport
Glenormiston Airport,GLM,AU-QLD,small_airport
Greenway Sound Seaplane Base,YGN,CA-BC,seaplane_base
Grenfell Airport,GFE,AU-NSW,small_airport
