name,iata_code,iso_region,type
Fullerton Municipal Airport,FUL,US-CA,small_airport
Northern Aroostook Regional Airport,WFK,US-ME,small_airport
Fort Wayne International Airport,FWA,US-IN,large_airport
Fort Lauderdale Executive Airport,FXE,US-FL,medium_airport
Forest City Municipal Airport,FXY,US-IA,small_airport
Fayetteville Municipal Airport,FYM,US-TN,small_airport
Drake Field,FYV,US-AR,medium_airport
Northeast Alabama Regional Airport,GAD,US-AL,small_airport
Gage Airport,GAG,US-OK,small_airport
Montgomery County Airpark,GAI,US-MD,small_airport
Great Bend Municipal Airport,GBD,US-KS,small_airport
Galesburg Municipal Airport,GBG,US-IL,small_airport
Walter J. Koladza Airport,GBR,US-MA,small_airport
Gillette Campbell County Airport,GCC,US-WY,medium_airport
Grant Co Regional/Ogilvie Field,JDA,US-OR,small_airport
Garden City Regional Airport,GCK,US-KS,medium_airport
Grand Canyon National Park Airport,GCN,US-AZ,medium_airport
Greeneville Municipal Airport,GCY,US-TN,small_airport
Gardner Municipal Airport,GDM,US-MA,small_airport
Dawson Community Airport,GDV,US-MT,medium_airport
Gladwin Zettel Memorial Airport,GDW,US-MI,small_airport
Sussex County Airport,GED,US-DE,small_airport
Spokane International Airport,GEG,US-WA,large_airport
South Big Horn County Airport,GEY,US-WY,small_airport
Malmstrom Air Force Base,GFA,US-MT,heliport
Grand Forks International Airport,GFK,US-ND,medium_airport
Floyd Bennett Memorial Airport,GFL,US-NY,medium_airport
Georgetown County Airport,GGE,US-SC,small_airport
East Texas Regional Airport,GGG,US-TX,medium_airport
Wokal Field/Glasgow-Valley County Airport,GGW,US-MT,medium_airport
Centerville Municipal Airport,GHM,US-TN,small_airport
Winter Haven Regional Airport - Gilbert Field,GIF,US-FL,small_airport
Grand Junction Regional Airport,GJT,US-CO,medium_airport
Port Meadville Airport,MEJ,US-PA,small_airport
Gatlinburg-Pigeon Forge Airport,GKT,US-TN,small_airport
Renner Field-Goodland Municipal Airport,GLD,US-KS,medium_airport
Gainesville Municipal Airport,GLE,US-TX,small_airport
Mid Delta Regional Airport,GLH,US-MS,medium_airport
Gaylord Regional Airport,GLR,US-MI,small_airport
Scholes International At Galveston Airport,GLS,US-TX,medium_airport
Glasgow Municipal Airport,GLW,US-KY,small_airport
Greenville Downtown Airport,GMU,US-SC,medium_airport
Gooding Municipal Airport,GNG,US-ID,small_airport
Grants-Milan Municipal Airport,GNT,US-NM,small_airport
Gainesville Regional Airport,GNV,US-FL,medium_airport
Guthrie-Edmond Regional Airport,GOK,US-OK,small_airport
Groton New London Airport,GON,US-CT,medium_airport
Glacier Park International Airport,FCA,US-MT,medium_airport
Gulfport Biloxi International Airport,GPT,US-MS,large_airport
Grand Rapids Itasca Co-Gordon Newstrom field,GPZ,US-MN,small_airport
Galion Municipal Airport,GQQ,US-OH,small_airport
Austin Straubel International Airport,GRB,US-WI,large_airport
Greenwood County Airport,GRD,US-SC,small_airport
Greenville Airport,GRE,US-IL,small_airport
Gray Army Air Field,GRF,US-WA,medium_airport
Central Nebraska Regional Airport,GRI,US-NE,medium_airport
Robert Gray  Army Air Field Airport,GRK,US-TX,medium_airport
Gordon Municipal Airport,GRN,US-NE,small_airport
Gerald R. Ford International Airport,GRR,US-MI,medium_airport
Seymour Johnson Air Force Base,GSB,US-NC,large_airport
Goshen Municipal Airport,GSH,US-IN,small_airport
Piedmont Triad International Airport,GSO,US-NC,large_airport
Greenville Spartanburg International Airport,GSP,US-SC,large_airport
Greater Southwest International Airport-Amon Carter Field,GSW,US-TX,closed
Great Falls International Airport,GTF,US-MT,medium_airport
Grantsburg Municipal Airport,GTG,US-WI,small_airport
Golden Triangle Regional Airport,GTR,US-MS,medium_airport
Gunnison Crested Butte Regional Airport,GUC,US-CO,small_airport
Gallup Municipal Airport,GUP,US-NM,medium_airport
Grissom Air Reserve Base,GUS,US-IN,large_airport
Guymon Municipal Airport,GUY,US-OK,medium_airport
Lee Gilmer Memorial Airport,GVL,US-GA,small_airport
Majors Airport,GVT,US-TX,small_airport
Richards-Gebaur Air Force Base,GVW,US-MO,closed
Kagi Airport,KGW,PG-CPM,small_airport
GreenwoodâLeflore Airport,GWO,US-MS,medium_airport
Glenwood Springs Municipal Airport,GWS,US-CO,small_airport
Grayling Airport,KGX,US-AK,small_airport
GreeleyâWeld County Airport,GXY,US-CO,small_airport
Donaldson Field Airport,GDC,US-SC,small_airport
North Texas Regional Airport/Perrin Field,PNX,US-TX,small_airport
Phoenix Goodyear Airport,GYR,US-AZ,small_airport
Gary Chicago International Airport,GYY,US-IN,medium_airport
Glacier Creek Airport,KGZ,US-AK,small_airport
Marion County Rankin Fite Airport,HAB,US-AL,small_airport
Half Moon Bay Airport,HAF,US-CA,small_airport
Three Rivers Municipal Dr Haines Airport,HAI,US-MI,small_airport
Butler Co Regional Airport - Hogan Field,HAO,US-OH,small_airport
Hatbox Field,HAX,US-OK,closed
Hattiesburg Bobby L Chain Municipal Airport,HBG,US-MS,medium_airport
Hobart Regional Airport,HBR,US-OK,medium_airport
Brewster Field,HDE,US-NE,small_airport
Yampa Valley Airport,HDN,US-CO,small_airport
Thompson-Robbins Airport,HEE,US-AR,small_airport
Manassas Regional Airport/Harry P. Davis Field,MNZ,US-VA,small_airport
Hardy-Anders Field / Natchez-Adams County Airport,HEZ,US-MS,small_airport
Hartford Brainard Airport,HFD,US-CT,medium_airport
Mackall Army Air Field,HFF,US-NC,small_airport
Hagerstown Regional Richard A Henson Field,HGR,US-MD,medium_airport
Jack Northrop Field Hawthorne Municipal Airport,HHR,US-CA,medium_airport
Stan Stamper Municipal Airport,HUJ,US-OK,small_airport
Range Regional Airport,HIB,US-MN,large_airport
Mount Washington Regional Airport,HIE,US-NH,small_airport
Hill Air Force Base,HIF,US-UT,medium_airport
Lake Havasu City Airport,HII,US-AZ,small_airport
Portland Hillsboro Airport,HIO,US-OR,medium_airport
Blytheville Municipal Airport,HKA,US-AR,small_airport
Hawkins Field,HKS,US-MS,small_airport
Hickory Regional Airport,HKY,US-NC,medium_airport
Khan Jahan Ali Airport,KHL,BD-4,closed
Hillenbrand Industries Airport,HLB,US-IN,small_airport
Hill City Municipal Airport,HLC,US-KS,small_airport
Wheeling Ohio County Airport,HLG,US-WV,medium_airport
Park Township Airport,HLM,US-MI,small_airport
Helena Regional Airport,HLN,US-MT,medium_airport
Hood Army Air Field,HLR,US-TX,medium_airport
Holloman Air Force Base,HMN,US-NM,large_airport
Hemet Ryan Airport,HMT,US-CA,small_airport
Huntingburg Airport,HNB,US-IN,small_airport
Henderson Executive Airport,HSH,US-NV,small_airport
Lea County Regional Airport,HOB,US-NM,medium_airport
Huron Regional Airport,HON,US-SD,medium_airport
Campbell AAF (Fort Campbell) Air Field,HOP,US-KY,medium_airport
Memorial Field,HOT,US-AR,medium_airport
William P Hobby Airport,HOU,US-TX,large_airport
Westchester County Airport,HPN,US-NY,medium_airport
Hampton Municipal Airport,HPT,US-IA,small_airport
Baytown Airport,HPY,US-TX,small_airport
Bowerman Airport,HQM,US-WA,medium_airport
Hermiston Municipal Airport,HES,US-OR,small_airport
Valley International Airport,HRL,US-TX,medium_airport
Boone County Airport,HRO,US-AR,medium_airport
Harrisburg-Raleigh Airport,HSB,US-IL,small_airport
Billy Mitchell Airport,HNC,US-NC,small_airport
Hot Springs County Airport,THP,US-WY,small_airport
Hastings Municipal Airport,HSI,US-NE,small_airport
Ingalls Field,HSP,US-VA,small_airport
Homestead ARB Airport,HST,US-FL,medium_airport
Huntsville International Carl T Jones Field,HSV,US-AL,large_airport
Hawthorne Industrial Airport,HTH,US-NV,small_airport
Roscommon County - Blodgett Memorial Airport,HTL,US-MI,small_airport
East Hampton Airport,HTO,US-NY,small_airport
Tri-State/Milton J. Ferguson Field,HTS,US-WV,large_airport
Lawrence County Airpark,HTW,US-OH,small_airport
Redstone Army Air Field,HUA,US-AL,medium_airport
"Terre Haute Regional Airport, Hulman Field",HUF,US-IN,medium_airport
Houlton International Airport,HUL,US-ME,medium_airport
Houma Terrebonne Airport,HUM,US-LA,small_airport
Hutchinson Municipal Airport,HUT,US-KS,medium_airport
Hanksville Airport,HVE,US-UT,small_airport
Tweed New Haven Airport,HVN,US-CT,medium_airport
Havre City County Airport,HVR,US-MT,medium_airport
Hartsville Regional Airport,HVS,US-SC,small_airport
Hayward Executive Airport,HWD,US-CA,small_airport
North Perry Airport,HWO,US-FL,small_airport
Brookhaven Airport,WSH,US-NY,small_airport
Hilton Head Airport,HHH,US-SC,small_airport
Barnstable Municipal Boardman Polando Field,HYA,US-MA,medium_airport
Sawyer County Airport,HYR,US-WI,medium_airport
Hays Regional Airport,HYS,US-KS,medium_airport
Hazleton Municipal Airport,HZL,US-PA,small_airport
Northeast Ohio Regional Airport,JFN,US-OH,small_airport
Kaiapit Airport,KIA,PG-MPL,closed
Mc Connell Air Force Base,IAB,US-KS,medium_airport
Washington Dulles International Airport,IAD,US-DC,large_airport
Niagara Falls International Airport,IAG,US-NY,medium_airport
George Bush Intercontinental Houston Airport,IAH,US-TX,large_airport
Ivanof Bay Seaplane Base,KIB,US-AK,seaplane_base
Schenck Field,ICL,US-IA,small_airport
Wichita Eisenhower National Airport,ICT,US-KS,large_airport
Idaho Falls Regional Airport,IDA,US-ID,medium_airport
Indiana County/Jimmy Stewart Fld/ Airport,IDI,US-PA,small_airport
Independence Municipal Airport,IDP,US-KS,small_airport
Pine Ridge Airport,XPR,US-SD,small_airport
Iowa Falls Municipal Airport,IFA,US-IA,small_airport
Laughlin Bullhead International Airport,IFP,US-AZ,small_airport
Kingman Airport,IGM,US-AZ,small_airport
Greater Kankakee Airport,IKK,US-IL,medium_airport
Kilwa Airport,KIL,CD-KA,small_airport
Skylark Field,ILE,US-TX,small_airport
New Castle Airport,ILG,US-DE,medium_airport
Wilmington International Airport,ILM,US-NC,medium_airport
Wilmington Airpark,ILN,US-OH,medium_airport
Imperial Municipal Airport,IML,US-NE,small_airport
Immokalee Regional Airport,IMM,US-FL,small_airport
Madison Municipal Airport,MDN,US-IN,small_airport
Ford Airport,IMT,US-MI,small_airport
Indianapolis International Airport,IND,US-IN,large_airport
Winkler County Airport,INK,US-TX,medium_airport
Falls International Airport,INL,US-MN,medium_airport
Creech Air Force Base,INS,US-NV,small_airport
Smith Reynolds Airport,INT,US-NC,medium_airport
Winslow Lindbergh Regional Airport,INW,US-AZ,medium_airport
Iowa City Municipal Airport,IOW,US-IA,small_airport
Imperial County Airport,IPL,US-CA,medium_airport
Williamsport Regional Airport,IPT,US-PA,medium_airport
Kira Airport,KIQ,PG-NPP,small_airport
Kirksville Regional Airport,IRK,US-MO,medium_airport
Kirsch Municipal Airport,IRS,US-MI,small_airport
Kissimmee Gateway Airport,ISM,US-FL,medium_airport
Sloulin Field International Airport,ISN,US-ND,medium_airport
Kinston Regional Jetport At Stallings Field,ISO,US-NC,medium_airport
Long Island Mac Arthur Airport,ISP,US-NY,medium_airport
Schoolcraft County Airport,ISQ,US-MI,small_airport
Alexander Field South Wood County Airport,ISW,US-WI,small_airport
Ithaca Tompkins Regional Airport,ITH,US-NY,medium_airport
Phoenix-Mesa-Gateway Airport,AZA,US-AZ,medium_airport
Gogebic Iron County Airport,IWD,US-MI,small_airport
Wiscasset Airport,ISS,US-ME,small_airport
West Houston Airport,IWS,US-TX,small_airport
New Century Aircenter Airport,JCI,US-KS,small_airport
Inyokern Airport,IYK,US-CA,small_airport
Kikinonda Airport,KIZ,PG-NPP,closed
Santa Ynez Airport,SQA,US-CA,small_airport
Eastern Slopes Regional Airport,FRY,US-ME,small_airport
Jackson Hole Airport,JAC,US-WY,medium_airport
Jackson-Medgar Wiley Evers International Airport,JAN,US-MS,large_airport
Jasper County Airport-Bell Field,JAS,US-TX,small_airport
Jacksonville International Airport,JAX,US-FL,large_airport
Jonesboro Municipal Airport,JBR,US-AR,medium_airport
Kimble County Airport,JCT,US-TX,medium_airport
Jordan Airport,JDN,US-MT,small_airport
Jefferson City Memorial Airport,JEF,US-MO,small_airport
John F Kennedy International Airport,JFK,US-NY,large_airport
Chautauqua County-Jamestown Airport,JHW,US-NY,medium_airport
Jack Edwards Airport,GUF,US-AL,small_airport
Joplin Regional Airport,JLN,US-MO,large_airport
Jamestown Regional Airport,JMS,US-ND,medium_airport
Joliet Regional Airport,JOT,US-IL,small_airport
Concord-Padgett Regional Airport,USA,US-NC,small_airport
Cherokee County Airport,JKV,US-TX,small_airport
John Murtha Johnstown Cambria County Airport,JST,US-PA,medium_airport
Kamiraba Airport,KJU,PG-NIK,closed
Southern Wisconsin Regional Airport,JVL,US-WI,small_airport
Jackson County Reynolds Field,JXN,US-MI,medium_airport
Kitoi Bay Seaplane Base,KKB,US-AK,seaplane_base
Mesa Del Rey Airport,KIC,US-CA,small_airport
Karluk Lake Seaplane Base,KKL,US-AK,seaplane_base
Southwest Washington Regional Airport,KLS,US-WA,medium_airport
Ekuk Airport,KKU,US-AK,small_airport
Furnace Creek Airport,DTH,US-CA,small_airport
Borrego Valley Airport,BXS,US-CA,small_airport
Big Bear City Airport,RBF,US-CA,small_airport
Trona Airport,TRH,US-CA,small_airport
Southeast Colorado Regional Airport,LAA,US-CO,small_airport
Purdue University Airport,LAF,US-IN,medium_airport
Lakeland Linder International Airport,LAL,US-FL,medium_airport
Los Alamos Airport,LAM,US-NM,small_airport
Capital City Airport,LAN,US-MI,medium_airport
Laramie Regional Airport,LAR,US-WY,medium_airport
McCarran International Airport,LAS,US-NV,large_airport
Lawton Fort Sill Regional Airport,LAW,US-OK,medium_airport
Los Angeles International Airport,LAX,US-CA,large_airport
Lubbock Preston Smith International Airport,LBB,US-TX,large_airport
Arnold Palmer Regional Airport,LBE,US-PA,medium_airport
North Platte Regional Airport Lee Bird Field,LBF,US-NE,medium_airport
Liberal Mid-America Regional Airport,LBL,US-KS,medium_airport
Lumberton Regional Airport,LBT,US-NC,medium_airport
Texas Gulf Coast Regional Airport,LJN,US-TX,medium_airport
Lake Charles Regional Airport,LCH,US-LA,medium_airport
Laconia Municipal Airport,LCI,US-NH,small_airport
Rickenbacker International Airport,LCK,US-OH,large_airport
Lake City Gateway Airport,LCQ,US-FL,small_airport
Linden Airport,LDJ,US-NJ,small_airport
Mason County Airport,LDM,US-MI,small_airport
Lebanon Municipal Airport,LEB,US-NH,medium_airport
Leesburg International Airport,LEE,US-FL,medium_airport
Lemmon Municipal Airport,LEM,US-SD,small_airport
Auburn Lewiston Municipal Airport,LEW,US-ME,small_airport
Blue Grass Airport,LEX,US-KY,large_airport
Langley Air Force Base,LFI,US-VA,large_airport
Angelina County Airport,LFK,US-TX,medium_airport
Lafayette Regional Airport,LFT,US-LA,large_airport
La Guardia Airport,LGA,US-NY,large_airport
Long Beach /Daugherty Field/ Airport,LGB,US-CA,medium_airport
LaGrange Callaway Airport,LGC,US-GA,small_airport
La Grande/Union County Airport,LGD,US-OR,small_airport
Laguna Army Airfield,LGF,US-AZ,small_airport
Logan-Cache Airport,LGU,US-UT,medium_airport
Arlington Municipal Airport,LHC,US-TN,closed
William T. Piper Memorial Airport,LHV,US-PA,small_airport
Wright AAF (Fort Stewart)/Midcoast Regional Airport,LIY,US-GA,small_airport
Triangle North Executive Airport,LFN,US-NC,small_airport
Limon Municipal Airport,LIC,US-CO,small_airport
Bill & Hillary Clinton National Airport/Adams Field,LIT,US-AR,large_airport
Lake Placid Airport,LKP,US-NY,small_airport
Louisa County Airport/Freeman Field,LOW,US-VA,small_airport
Lake County Airport,LKV,US-OR,small_airport
Challis Airport,CHL,US-ID,small_airport
Louisville Winston County Airport,LMS,US-MS,small_airport
Crater Lake-Klamath Regional Airport,LMT,US-OR,medium_airport
Palm Beach County Park Airport,LNA,US-FL,small_airport
Hunt Field,LND,US-WY,medium_airport
Lincoln Airport,LNK,US-NE,medium_airport
Lake County Executive Airport,LNN,US-OH,small_airport
Lonesome Pine Airport,LNP,US-VA,small_airport
Tri-County Regional Airport,LNR,US-WI,small_airport
Lancaster Airport,LNS,US-PA,medium_airport
Derby Field,LOL,US-NV,medium_airport
Wings Field,BBX,US-PA,small_airport
Lewis University Airport,LOT,US-IL,small_airport
Bowman Field,LOU,US-KY,medium_airport
London-Corbin Airport/Magee Field,LOZ,US-KY,medium_airport
Lompoc Airport,LPC,US-CA,small_airport
Pickens County Airport,LQK,US-SC,small_airport
Laredo International Airport,LRD,US-TX,medium_airport
Little Rock Air Force Base,LRF,US-AR,medium_airport
Le Mars Municipal Airport,LRJ,US-IA,small_airport
Las Cruces International Airport,LRU,US-NM,medium_airport
Lordsburg Municipal Airport,LSB,US-NM,small_airport
La Crosse Municipal Airport,LSE,US-WI,medium_airport
Lawson Army Air Field (Fort Benning),LSF,US-GA,medium_airport
Lusk Municipal Airport,LSK,US-WY,small_airport
Los Banos Municipal Airport,LSN,US-CA,small_airport
Nellis Air Force Base,LSV,US-NV,medium_airport
Altus Air Force Base,LTS,US-OK,large_airport
Luke Air Force Base,LUF,US-AZ,large_airport
Cincinnati Municipal Airport Lunken Field,LUK,US-OH,medium_airport
Hesler Noble Field,LUL,US-MS,small_airport
Livermore Municipal Airport,LVK,US-CA,small_airport
Brunswick Municipal Airport,LVL,US-VA,small_airport
Mission Field,LVM,US-MT,medium_airport
Las Vegas Municipal Airport,LVS,US-NM,medium_airport
Greenbrier Valley Airport,LWB,US-WV,medium_airport
Lawrence Municipal Airport,LWC,US-KS,small_airport
Wells Municipal Airport/Harriet Field,LWL,US-NV,small_airport
Lawrence Municipal Airport,LWM,US-MA,medium_airport
Lewiston Nez Perce County Airport,LWS,US-ID,medium_airport
Lewistown Municipal Airport,LWT,US-MT,medium_airport
Lawrenceville Vincennes International Airport,LWV,US-IL,small_airport
Jim Kelly Field,LXN,US-NE,small_airport
Lake County Airport,LXV,US-CO,small_airport
Lynchburg Regional Preston Glenn Field,LYH,US-VA,medium_airport
Lyons-Rice County Municipal Airport,LYO,US-KS,small_airport
Gwinnett County Briscoe Field,LZU,US-GA,small_airport
Poplarville Pearl River County Airport,PCU,US-MS,small_airport
Malta Airport,MLK,US-MT,small_airport
Macon Downtown Airport,MAC,US-GA,small_airport
Madera Municipal Airport,MAE,US-CA,small_airport
Midland International Airport,MAF,US-TX,medium_airport
Malden Regional Airport,MAW,US-MO,small_airport
Koinambe Airport,KMB,PG-JI,small_airport
Mobridge Municipal Airport,MBG,US-SD,medium_airport
Manistee Co Blacker Airport,MBL,US-MI,small_airport
Bruce Campbell Field,DXE,US-MS,small_airport
